record_id,production_date,plant,production_line,machine_id,shift,product_code,produced_quantity,good_quantity,scrap_quantity,downtime_minutes,planned_minutes,cycle_time_seconds
PR-2026-000238,2026-01-20,Plant-01,Line-B,MC-202,Day,PRD-D400,2954,2889,65,37,480,8.27
PR-2026-000239,2026-01-20,Plant-01,Line-B,MC-202,Evening,PRD-D400,3120,3028,92,55,480,7.81
PR-2026-000240,2026-01-20,Plant-01,Line-B,MC-202,Night,PRD-D400,3117,2997,120,44,480,7.83
PR-2026-000241,2026-01-21,Plant-01,Line-A,MC-101,Day,PRD-A100,5600,5571,29,13,480,4.8
PR-2026-000242,2026-01-21,Plant-01,Line-A,MC-101,Evening,PRD-A100,4431,4264,167,57,480,5.03
PR-2026-000243,2026-01-21,Plant-01,Line-A,MC-101,Night,PRD-A100,5167,5100,67,38,480,4.87
PR-2026-000244,2026-01-21,Plant-01,Line-A,MC-102,Day,PRD-B200,4117,4099,18,31,480,6.25
PR-2026-000245,2026-01-21,Plant-01,Line-A,MC-102,Evening,PRD-B200,3953,3806,147,14,480,6.2
PR-2026-000246,2026-01-21,Plant-01,Line-A,MC-102,Night,PRD-B200,4117,3990,127,20,480,6.04
PR-2026-000247,2026-01-21,Plant-01,Line-B,MC-201,Day,PRD-C300,6908,6813,95,51,480,3.6
PR-2026-000248,2026-01-21,Plant-01,Line-B,MC-201,Evening,PRD-C300,6428,6295,133,61,480,3.46
PR-2026-000249,2026-01-21,Plant-01,Line-B,MC-201,Night,PRD-C300,7091,6839,252,31,480,3.45
PR-2026-000250,2026-01-21,Plant-01,Line-B,MC-202,Day,PRD-D400,3125,3092,33,11,480,7.95
PR-2026-000251,2026-01-21,Plant-01,Line-B,MC-202,Evening,PRD-D400,3119,3043,76,22,480,8.09
PR-2026-000252,2026-01-21,Plant-01,Line-B,MC-202,Night,PRD-D400,2972,2938,34,6,480,8.22
PR-2026-000253,2026-01-22,Plant-01,Line-A,MC-101,Day,PRD-A100,5832,5687,145,4,480,4.63
PR-2026-000254,2026-01-22,Plant-01,Line-A,MC-101,Evening,PRD-A100,5392,5235,157,10,480,5.05
PR-2026-000255,2026-01-22,Plant-01,Line-A,MC-101,Night,PRD-A100,4586,4426,160,50,480,5.08
PR-2026-000256,2026-01-22,Plant-01,Line-A,MC-102,Day,PRD-B200,3825,3778,47,58,480,5.98
PR-2026-000257,2026-01-22,Plant-01,Line-A,MC-102,Evening,PRD-B200,4206,4046,160,42,480,5.97
PR-2026-000258,2026-01-22,Plant-01,Line-A,MC-102,Night,PRD-B200,3467,3357,110,37,480,6.54
PR-2026-000259,2026-01-22,Plant-01,Line-B,MC-201,Day,PRD-C300,6068,5921,147,58,480,3.55
PR-2026-000260,2026-01-22,Plant-01,Line-B,MC-201,Evening,PRD-C300,7126,6983,143,41,480,3.47
PR-2026-000261,2026-01-22,Plant-01,Line-B,MC-201,Night,PRD-C300,6063,5958,105,54,480,3.59
PR-2026-000262,2026-01-22,Plant-01,Line-B,MC-202,Day,PRD-D400,2757,2701,56,38,480,8.19
PR-2026-000263,2026-01-22,Plant-01,Line-B,MC-202,Evening,PRD-D400,2767,2664,103,53,480,8.39
PR-2026-000264,2026-01-22,Plant-01,Line-B,MC-202,Night,PRD-D400,2677,2618,59,57,480,8
PR-2026-000265,2026-01-23,Plant-01,Line-A,MC-101,Day,PRD-A100,5334,5267,67,39,480,4.7
PR-2026-000266,2026-01-23,Plant-01,Line-A,MC-101,Evening,PRD-A100,4820,4646,174,61,480,4.83
PR-2026-000267,2026-01-23,Plant-01,Line-A,MC-101,Night,PRD-A100,5418,5209,209,13,480,4.65
PR-2026-000268,2026-01-23,Plant-01,Line-A,MC-102,Day,PRD-B200,4061,3972,89,7,480,6.06
PR-2026-000269,2026-01-23,Plant-01,Line-A,MC-102,Evening,PRD-B200,4254,4090,164,27,480,6.1
PR-2026-000270,2026-01-23,Plant-01,Line-A,MC-102,Night,PRD-B200,3650,3630,20,21,480,6.48
PR-2026-000271,2026-01-23,Plant-01,Line-B,MC-201,Day,PRD-C300,7631,7457,174,13,480,3.5
PR-2026-000272,2026-01-23,Plant-01,Line-B,MC-201,Evening,PRD-C300,6805,6608,197,30,480,3.43
PR-2026-000273,2026-01-23,Plant-01,Line-B,MC-201,Night,PRD-C300,7253,7144,109,40,480,3.47
PR-2026-000274,2026-01-23,Plant-01,Line-B,MC-202,Day,PRD-D400,3212,3143,69,9,480,8.04
PR-2026-000275,2026-01-23,Plant-01,Line-B,MC-202,Evening,PRD-D400,2769,2673,96,55,480,8.02
PR-2026-000276,2026-01-23,Plant-01,Line-B,MC-202,Night,PRD-D400,2932,2820,112,28,480,7.98
PR-2026-000277,2026-01-24,Plant-01,Line-A,MC-101,Day,PRD-A100,4934,4766,168,8,480,5.05
PR-2026-000278,2026-01-24,Plant-01,Line-A,MC-101,Evening,PRD-A100,5513,5432,81,3,480,4.85
PR-2026-000279,2026-01-24,Plant-01,Line-A,MC-101,Night,PRD-A100,5226,5128,98,20,480,5
PR-2026-000280,2026-01-24,Plant-01,Line-A,MC-102,Day,PRD-B200,4054,3941,113,25,480,6.32
PR-2026-000281,2026-01-24,Plant-01,Line-A,MC-102,Evening,PRD-B200,3750,3732,18,28,480,6.21
PR-2026-000282,2026-01-24,Plant-01,Line-A,MC-102,Night,PRD-B200,4252,4231,21,31,480,6.08
PR-2026-000283,2026-01-24,Plant-01,Line-B,MC-201,Day,PRD-C300,6992,6910,82,58,480,3.43
PR-2026-000284,2026-01-24,Plant-01,Line-B,MC-201,Evening,PRD-C300,6930,6722,208,12,480,3.68
PR-2026-000285,2026-01-24,Plant-01,Line-B,MC-201,Night,PRD-C300,6430,6342,88,48,480,3.46
PR-2026-000286,2026-01-24,Plant-01,Line-B,MC-202,Day,PRD-D400,3131,3089,42,5,480,8.46
PR-2026-000287,2026-01-24,Plant-01,Line-B,MC-202,Evening,PRD-D400,3363,3331,32,1,480,8.18
PR-2026-000288,2026-01-24,Plant-01,Line-B,MC-202,Night,PRD-D400,3020,2913,107,29,480,8.31
PR-2026-000289,2026-01-25,Plant-01,Line-A,MC-101,Day,PRD-A100,4860,4811,49,7,480,5.03
PR-2026-000290,2026-01-25,Plant-01,Line-A,MC-101,Evening,PRD-A100,5542,5329,213,13,480,4.83
PR-2026-000291,2026-01-25,Plant-01,Line-A,MC-101,Night,PRD-A100,4791,4645,146,14,480,4.94
PR-2026-000292,2026-01-25,Plant-01,Line-A,MC-102,Day,PRD-B200,3671,3632,39,39,480,6.2
PR-2026-000293,2026-01-25,Plant-01,Line-A,MC-102,Evening,PRD-B200,3593,3533,60,30,480,6.54
PR-2026-000294,2026-01-25,Plant-01,Line-A,MC-102,Night,PRD-B200,3664,3567,97,36,480,6.47
PR-2026-000295,2026-01-25,Plant-01,Line-B,MC-201,Day,PRD-C300,6631,6470,161,50,480,3.63
PR-2026-000296,2026-01-25,Plant-01,Line-B,MC-201,Evening,PRD-C300,6642,6409,233,52,480,3.68
PR-2026-000297,2026-01-25,Plant-01,Line-B,MC-201,Night,PRD-C300,5993,5872,121,61,480,3.53
PR-2026-000298,2026-01-25,Plant-01,Line-B,MC-202,Day,PRD-D400,3248,3199,49,15,480,8.18
PR-2026-000299,2026-01-25,Plant-01,Line-B,MC-202,Evening,PRD-D400,3159,3088,71,33,480,7.87
PR-2026-000300,2026-01-25,Plant-01,Line-B,MC-202,Night,PRD-D400,2832,2814,18,10,480,8.39
PR-2026-000301,2026-01-26,Plant-01,Line-A,MC-101,Day,PRD-A100,4925,4757,168,52,480,4.71
PR-2026-000302,2026-01-26,Plant-01,Line-A,MC-101,Evening,PRD-A100,5526,5394,132,4,480,4.82
PR-2026-000303,2026-01-26,Plant-01,Line-A,MC-101,Night,PRD-A100,5190,5063,127,53,480,4.71
PR-2026-000304,2026-01-26,Plant-01,Line-A,MC-102,Day,PRD-B200,3693,3602,91,45,480,6.14
PR-2026-000305,2026-01-26,Plant-01,Line-A,MC-102,Evening,PRD-B200,-25,3529,97,55,480,6.04
PR-2026-000306,2026-01-26,Plant-01,Line-A,MC-102,Night,PRD-B200,3363,3325,38,64,480,6.25
PR-2026-000307,2026-01-26,Plant-01,Line-B,MC-201,Day,PRD-C300,6577,6474,103,16,480,3.71
PR-2026-000308,2026-01-26,Plant-01,Line-B,MC-201,Evening,PRD-C300,6278,6079,199,54,480,3.52
PR-2026-000309,2026-01-26,Plant-01,Line-B,MC-201,Night,PRD-C300,6384,6181,203,45,480,3.67
PR-2026-000310,2026-01-26,Plant-01,Line-B,MC-202,Day,PRD-D400,2724,2709,15,62,480,8.12
PR-2026-000311,2026-01-26,Plant-01,Line-B,MC-202,Evening,PRD-D400,3518,3456,62,1,480,7.73
PR-2026-000312,2026-01-26,Plant-01,Line-B,MC-202,Night,PRD-D400,3080,3055,25,26,480,8.33
PR-2026-000313,2026-01-27,Plant-01,Line-A,MC-101,Day,PRD-A100,4860,4699,161,35,480,4.64
PR-2026-000314,2026-01-27,Plant-01,Line-A,MC-101,Evening,PRD-A100,5137,5044,93,29,480,4.9
PR-2026-000315,2026-01-27,Plant-01,Line-A,MC-101,Night,PRD-A100,5443,5299,144,10,480,4.84
PR-2026-000316,2026-01-27,Plant-01,Line-A,MC-102,Day,PRD-B200,3786,3681,105,31,480,6.27
PR-2026-000317,2026-01-27,Plant-01,Line-A,MC-102,Evening,PRD-B200,3887,3758,129,38,480,6.33
PR-2026-000318,2026-01-27,Plant-01,Line-A,MC-102,Night,PRD-B200,4105,3996,109,17,480,5.96
PR-2026-000319,2026-01-27,Plant-01,Line-B,MC-201,Day,PRD-C300,7138,6901,237,53,480,3.43
PR-2026-000320,2026-01-27,Plant-01,Line-B,MC-201,Evening,PRD-C300,7093,6926,167,49,480,3.4
PR-2026-000321,2026-01-27,Plant-01,Line-B,MC-201,Night,PRD-C300,7097,6986,111,18,480,3.36
PR-2026-000322,2026-01-27,Plant-01,Line-B,MC-202,Day,PRD-D400,3352,3240,112,7,480,7.88
PR-2026-000323,2026-01-27,Plant-01,Line-B,MC-202,Evening,PRD-D400,3319,3258,61,34,480,7.69
PR-2026-000324,2026-01-27,Plant-01,Line-B,MC-202,Night,PRD-D400,3230,3151,79,35,480,7.81
PR-2026-000325,2026-01-28,Plant-01,Line-A,MC-101,Day,PRD-A100,5444,5417,27,13,480,4.87
PR-2026-000326,2026-01-28,Plant-01,Line-A,MC-101,Evening,PRD-A100,4658,4496,162,37,480,4.91
PR-2026-000327,2026-01-28,Plant-01,Line-A,MC-101,Night,PRD-A100,4610,4544,66,38,480,4.89
PR-2026-000328,2026-01-28,Plant-01,Line-A,MC-102,Day,PRD-B200,3662,3623,39,54,480,6.1
PR-2026-000329,2026-01-28,Plant-01,Line-A,MC-102,Evening,PRD-B200,3997,3844,153,17,480,6.34
PR-2026-000330,2026-01-28,Plant-01,Line-A,MC-102,Night,PRD-B200,3789,3716,73,55,480,6.01
PR-2026-000331,2026-01-28,Plant-01,Line-B,MC-201,Day,PRD-C300,7254,6998,256,13,480,3.43
PR-2026-000332,2026-01-28,Plant-01,Line-B,MC-201,Evening,PRD-C300,6339,6171,168,63,480,3.65
PR-2026-000333,2026-01-28,Plant-01,Line-B,MC-201,Night,PRD-C300,7234,7125,109,2,480,3.51
PR-2026-000334,2026-01-28,Plant-01,Line-B,MC-202,Day,PRD-D400,3232,3117,115,8,480,7.85
PR-2026-000335,2026-01-28,Plant-01,Line-B,MC-202,Evening,PRD-D400,3202,3169,33,5,480,8.32
PR-2026-000336,2026-01-28,Plant-01,Line-B,MC-202,Night,PRD-D400,2845,2735,110,49,480,7.7
PR-2026-000337,2026-01-29,Plant-01,Line-A,MC-101,Day,PRD-A100,4929,4851,78,51,480,4.83
PR-2026-000338,2026-01-29,Plant-01,Line-A,MC-101,Evening,PRD-A100,5328,5285,43,5,480,4.76
PR-2026-000339,2026-01-29,Plant-01,Line-A,MC-101,Night,PRD-A100,5097,5076,21,16,480,4.79
PR-2026-000340,2026-01-29,Plant-01,Line-A,MC-102,Day,PRD-B200,3528,3397,131,61,480,6.19
PR-2026-000341,2026-01-29,Plant-01,Line-A,MC-102,Evening,PRD-B200,3429,3403,26,55,480,6.39
PR-2026-000342,2026-01-29,Plant-01,Line-A,MC-102,Night,PRD-B200,3783,3658,125,36,480,6.48
PR-2026-000343,2026-01-29,Plant-01,Line-B,MC-201,Day,PRD-C300,7085,6998,87,63,480,3.37
PR-2026-000344,2026-01-29,Plant-01,Line-B,MC-201,Evening,PRD-C300,6701,6569,132,50,480,3.4
PR-2026-000345,2026-01-29,Plant-01,Line-B,MC-201,Night,PRD-C300,7111,6847,264,24,480,3.39
PR-2026-000346,2026-01-29,Plant-01,Line-B,MC-202,Day,PRD-D400,2946,2905,41,40,480,8.36
PR-2026-000347,2026-01-29,Plant-01,Line-B,MC-202,Evening,PRD-D400,2964,2937,27,29,480,8.46
PR-2026-000348,2026-01-29,Plant-01,Line-B,MC-202,Night,PRD-D400,2684,2600,84,62,480,8.02
PR-2026-000349,2026-01-30,Plant-01,Line-A,MC-101,Day,PRD-A100,5056,4879,177,44,480,4.94
PR-2026-000350,2026-01-30,Plant-01,Line-A,MC-101,Evening,PRD-A100,5428,5260,168,22,480,4.86
PR-2026-000351,2026-01-30,Plant-01,Line-A,MC-101,Night,PRD-A100,5720,5529,191,1,480,4.69
PR-2026-000352,2026-01-30,Plant-01,Line-A,MC-102,Day,PRD-B200,3876,3802,74,64,480,6.18
PR-2026-000353,2026-01-30,Plant-01,Line-A,MC-102,Evening,PRD-B200,3675,3569,106,59,480,6.41
PR-2026-000354,2026-01-30,Plant-01,Line-A,MC-102,Night,PRD-B200,3921,3839,82,36,480,5.96
PR-2026-000355,2026-01-30,Plant-01,Line-B,MC-201,Day,PRD-C300,7200,7018,182,45,480,3.37
PR-2026-000356,2026-01-30,Plant-01,Line-B,MC-201,Evening,PRD-C300,7287,7136,151,18,480,3.68
PR-2026-000357,2026-01-30,Plant-01,Line-B,MC-201,Night,PRD-C300,6742,6558,184,53,480,3.49
PR-2026-000358,2026-01-30,Plant-01,Line-B,MC-202,Day,PRD-D400,2662,2561,101,55,480,8.33
PR-2026-000359,2026-01-30,Plant-01,Line-B,MC-202,Evening,PRD-D400,3027,2988,39,14,480,7.93
PR-2026-000360,2026-01-30,Plant-01,Line-B,MC-202,Night,PRD-D400,3159,3049,110,5,480,7.86
PR-2026-000361,2026-01-31,Plant-01,Line-A,MC-101,Day,PRD-A100,4538,4498,40,47,480,4.86
PR-2026-000362,2026-01-31,Plant-01,Line-A,MC-101,Evening,PRD-A100,5444,5340,104,6,480,4.72
PR-2026-000363,2026-01-31,Plant-01,Line-A,MC-101,Night,PRD-A100,4607,4571,36,51,480,4.84
PR-2026-000364,2026-01-31,Plant-01,Line-A,MC-102,Day,PRD-B200,4194,4141,53,2,480,6.26
PR-2026-000365,2026-01-31,Plant-01,Line-A,MC-102,Evening,PRD-B200,3871,3841,30,54,480,6.37
PR-2026-000366,2026-01-31,Plant-01,Line-A,MC-102,Night,PRD-B200,4006,3941,65,29,480,6.52
PR-2026-000367,2026-01-31,Plant-01,Line-B,MC-201,Day,PRD-C300,6301,6080,221,29,480,3.61
PR-2026-000368,2026-01-31,Plant-01,Line-B,MC-201,Evening,PRD-C300,6042,5980,62,56,480,3.66
PR-2026-000369,2026-01-31,Plant-01,Line-B,MC-201,Night,PRD-C300,6638,6550,88,38,480,3.62
PR-2026-000370,2026-01-31,Plant-01,Line-B,MC-202,Day,PRD-D400,2739,2645,94,49,480,8.45
PR-2026-000371,2026-01-31,Plant-01,Line-B,MC-202,Evening,PRD-D400,3188,3136,52,4,480,8.37
PR-2026-000372,2026-01-31,Plant-01,Line-B,MC-202,Night,PRD-D400,2920,2878,42,64,480,8.16
PR-2026-000373,2026-02-01,Plant-01,Line-A,MC-101,Day,PRD-A100,4885,4795,90,11,480,5.02
PR-2026-000374,2026-02-01,Plant-01,Line-A,MC-101,Evening,PRD-A100,5145,5112,33,42,480,4.7
PR-2026-000375,2026-02-01,Plant-01,Line-A,MC-101,Night,PRD-A100,5152,5035,117,19,480,5
PR-2026-000376,2026-02-01,Plant-01,Line-A,MC-102,Day,PRD-B200,4073,4028,45,48,480,6.13
PR-2026-000377,2026-02-01,Plant-01,Line-A,MC-102,Evening,PRD-B200,3943,3883,60,35,480,6.29
PR-2026-000378,2026-02-01,Plant-01,Line-A,MC-102,Night,PRD-B200,3796,3775,21,33,480,6.36
PR-2026-000379,2026-02-01,Plant-01,Line-B,MC-201,Day,PRD-C300,6659,6525,134,18,480,3.69
PR-2026-000380,2026-02-01,Plant-01,Line-B,MC-201,Evening,PRD-C300,7086,6815,271,52,480,3.44
PR-2026-000381,2026-02-01,Plant-01,Line-B,MC-201,Night,PRD-C300,7092,7038,54,39,480,3.39
PR-2026-000382,2026-02-01,Plant-01,Line-B,MC-202,Day,PRD-D400,2863,2778,85,6,480,8.46
PR-2026-000383,2026-02-01,Plant-01,Line-B,MC-202,Evening,PRD-D400,2688,2688,10,48,480,8.16
PR-2026-000384,2026-02-01,Plant-01,Line-B,MC-202,Night,PRD-D400,3152,3106,46,8,480,8.31
PR-2026-000385,2026-02-02,Plant-01,Line-A,MC-101,Day,PRD-A100,4752,4690,62,62,480,4.74
PR-2026-000386,2026-02-02,Plant-01,Line-A,MC-101,Evening,PRD-A100,4565,4495,70,49,480,4.78
PR-2026-000387,2026-02-02,Plant-01,Line-A,MC-101,Night,PRD-A100,4792,4749,43,15,480,4.97
PR-2026-000388,2026-02-02,Plant-01,Line-A,MC-102,Day,PRD-B200,3729,3710,19,45,480,6.05
PR-2026-000389,2026-02-02,Plant-01,Line-A,MC-102,Evening,PRD-B200,4018,3881,137,23,480,6.27
PR-2026-000390,2026-02-02,Plant-01,Line-A,MC-102,Night,PRD-B200,3875,3741,134,37,480,5.98
PR-2026-000391,2026-02-02,Plant-01,Line-B,MC-201,Day,PRD-C300,7293,7052,241,18,480,3.68
PR-2026-000392,2026-02-02,Plant-01,Line-B,MC-201,Evening,PRD-C300,6151,6002,149,59,480,3.48
PR-2026-000393,2026-02-02,Plant-01,Line-B,MC-201,Night,PRD-C300,6391,6325,66,41,480,3.7
PR-2026-000394,2026-02-02,Plant-01,Line-B,MC-202,Day,PRD-D400,3005,2984,21,13,480,8.34
PR-2026-000395,2026-02-02,Plant-01,Line-B,MC-202,Evening,PRD-D400,2793,2781,12,52,480,8.3
PR-2026-000396,2026-02-02,Plant-01,Line-B,MC-202,Night,PRD-D400,2811,2709,102,30,480,8.43
PR-2026-000397,2026-02-03,Plant-01,Line-A,MC-101,Day,PRD-A100,5355,5328,27,15,480,5.03
PR-2026-000398,2026-02-03,Plant-01,Line-A,MC-101,Evening,PRD-A100,5796,5665,131,9,480,4.62
PR-2026-000399,2026-02-03,Plant-01,Line-A,MC-101,Night,PRD-A100,4713,4632,81,52,480,5.02
PR-2026-000400,2026-02-03,Plant-01,Line-A,MC-102,Day,PRD-B200,4088,4043,45,3,480,6.43
PR-2026-000401,2026-02-03,Plant-01,Line-A,MC-102,Evening,PRD-B200,3721,3675,46,60,480,6.23
PR-2026-000402,2026-02-03,Plant-01,Line-A,MC-102,Night,PRD-B200,3922,3872,50,45,480,6.39
PR-2026-000403,2026-02-03,Plant-01,Line-B,MC-201,Day,PRD-C300,6301,6120,181,63,480,3.49
PR-2026-000404,2026-02-03,Plant-01,Line-B,MC-201,Evening,PRD-C300,6516,6482,34,51,480,3.49
PR-2026-000405,2026-02-03,Plant-01,Line-B,MC-201,Night,PRD-C300,6167,6016,151,33,480,3.69
PR-2026-000406,2026-02-03,Plant-01,Line-B,MC-202,Day,PRD-D400,3109,3044,65,46,480,7.92
PR-2026-000407,2026-02-03,Plant-01,Line-B,MC-202,Evening,PRD-D400,3306,3291,15,3,480,7.82
PR-2026-000408,2026-02-03,Plant-01,Line-B,MC-202,Night,PRD-D400,3101,3076,25,11,480,7.84
PR-2026-000409,2026-02-04,Plant-01,Line-A,MC-101,Day,PRD-A100,4961,4857,104,65,480,4.76
PR-2026-000410,2026-02-04,Plant-01,Line-A,MC-101,Evening,PRD-A100,4702,4602,100,48,480,4.67
PR-2026-000411,2026-02-04,Plant-01,Line-A,MC-101,Night,PRD-A100,5368,5343,25,19,480,4.7
PR-2026-000412,2026-02-04,Plant-01,Line-A,MC-102,Day,PRD-B200,4255,4095,160,34,480,6.07
PR-2026-000413,2026-02-04,Plant-01,Line-A,MC-102,Evening,PRD-B200,3771,3663,108,12,480,6.3
PR-2026-000414,2026-02-04,Plant-01,Line-A,MC-102,Night,PRD-B200,3930,3835,95,7,480,6.57
PR-2026-000415,2026-02-04,Plant-01,Line-B,MC-201,Day,PRD-C300,6375,6336,39,29,480,3.57
PR-2026-000416,2026-02-04,Plant-01,Line-B,MC-201,Evening,PRD-C300,6561,6383,178,22,480,3.53
PR-2026-000417,2026-02-04,Plant-01,Line-B,MC-201,Night,PRD-C300,6252,6024,228,43,480,3.62
PR-2026-000418,2026-02-04,Plant-01,Line-B,MC-202,Day,PRD-D400,3223,3158,65,22,480,7.87
PR-2026-000419,2026-02-04,Plant-01,Line-B,MC-202,Evening,PRD-D400,3191,3108,83,23,480,7.82
PR-2026-000420,2026-02-04,Plant-01,Line-B,MC-202,Night,PRD-D400,3060,2974,86,21,480,8.35
PR-2026-000421,2026-02-05,Plant-01,Line-A,MC-101,Day,PRD-A100,4846,4691,155,43,480,4.96
PR-2026-000422,2026-02-05,Plant-01,Line-A,MC-101,Evening,PRD-A100,5033,4838,195,22,480,4.91
PR-2026-000423,2026-02-05,Plant-01,Line-A,MC-101,Night,PRD-A100,4790,4690,100,28,480,4.76
PR-2026-000424,2026-02-05,Plant-01,Line-A,MC-102,Day,PRD-B200,3652,3575,77,53,480,6.11
PR-2026-000425,2026-02-05,Plant-01,Line-A,MC-102,Evening,PRD-B200,4160,4060,100,13,480,6.43
PR-2026-000426,2026-02-05,Plant-01,Line-A,MC-102,Night,PRD-B200,3860,3766,94,65,480,6.05
PR-2026-000427,2026-02-05,Plant-01,Line-B,MC-201,Day,PRD-C300,6566,6485,81,36,480,3.46
PR-2026-000428,2026-02-05,Plant-01,Line-B,MC-201,Evening,PRD-C300,7119,7022,97,49,480,3.36
PR-2026-000429,2026-02-05,Plant-01,Line-B,MC-201,Night,PRD-C300,7082,6918,164,52,480,3.49
PR-2026-000430,2026-02-05,Plant-01,Line-B,MC-202,Day,PRD-D400,2755,2664,91,43,480,8.22
PR-2026-000431,2026-02-05,Plant-01,Line-B,MC-202,Evening,PRD-D400,3078,3011,67,21,480,8.32
PR-2026-000432,2026-02-05,Plant-01,Line-B,MC-202,Night,PRD-D400,3182,3133,49,17,480,8.04
PR-2026-000433,2026-02-06,Plant-01,Line-A,MC-101,Day,PRD-A100,5012,4858,154,40,480,4.64
PR-2026-000434,2026-02-06,Plant-01,Line-A,MC-101,Evening,PRD-A100,5228,5072,156,39,480,4.81
PR-2026-000435,2026-02-06,Plant-01,Line-A,MC-101,Night,PRD-A100,5309,5171,138,39,480,4.64
PR-2026-000436,2026-02-06,Plant-01,Line-A,MC-102,Day,PRD-B200,3775,3758,17,16,480,6.55
PR-2026-000437,2026-02-06,Plant-01,Line-A,MC-102,Evening,PRD-B200,4381,4242,139,25,480,6.01
PR-2026-000438,2026-02-06,Plant-01,Line-A,MC-102,Night,PRD-B200,4031,4007,24,1,480,6.25
PR-2026-000439,2026-02-06,Plant-01,Line-B,MC-201,Day,PRD-C300,6837,6688,149,30,480,3.37
PR-2026-000440,2026-02-06,Plant-01,Line-B,MC-201,Evening,PRD-C300,6444,6265,179,49,480,3.67
PR-2026-000441,2026-02-06,Plant-01,Line-B,MC-201,Night,PRD-C300,6816,6672,144,7,480,3.5
PR-2026-000442,2026-02-06,Plant-01,Line-B,MC-202,Day,PRD-D400,2768,2694,74,49,480,8.12
PR-2026-000443,2026-02-06,Plant-01,Line-B,MC-202,Evening,PRD-D400,3155,3048,107,43,480,8.05
PR-2026-000444,2026-02-06,Plant-01,Line-B,MC-202,Night,PRD-D400,2924,2894,30,60,480,8.35
PR-2026-000445,2026-02-07,Plant-01,Line-A,MC-101,Day,PRD-A100,5055,4876,179,37,480,4.74
PR-2026-000446,2026-02-07,Plant-01,Line-A,MC-101,Evening,PRD-A100,5674,5626,48,12,480,4.77
PR-2026-000447,2026-02-07,Plant-01,Line-A,MC-101,Night,PRD-A100,4771,4735,36,57,480,4.66
PR-2026-000448,2026-02-07,Plant-01,Line-A,MC-102,Day,PRD-B200,3802,3753,49,45,480,6.26
PR-2026-000449,2026-02-07,Plant-01,Line-A,MC-102,Evening,PRD-B200,3921,3809,112,39,480,6.48
PR-2026-000450,2026-02-07,Plant-01,Line-A,MC-102,Night,PRD-B200,3839,3822,17,6,480,6.46
PR-2026-000451,2026-02-07,Plant-01,Line-B,MC-201,Day,PRD-C300,7893,7629,264,7,480,3.37
PR-2026-000452,2026-02-07,Plant-01,Line-B,MC-201,Evening,PRD-C300,7610,7502,108,19,480,3.46
PR-2026-000453,2026-02-07,Plant-01,Line-B,MC-201,Night,PRD-C300,6675,6612,63,45,480,3.46
PR-2026-000454,2026-02-07,Plant-01,Line-B,MC-202,Day,PRD-D400,2993,2876,117,12,480,7.9
PR-2026-000455,2026-02-07,Plant-01,Line-B,MC-202,Evening,PRD-D400,2765,2729,36,47,480,7.94
PR-2026-000456,2026-02-07,Plant-01,Line-B,MC-202,Night,PRD-D400,3464,3442,22,2,480,7.81
PR-2026-000457,2026-02-08,Plant-01,Line-A,MC-101,Day,PRD-A100,5866,5707,159,6,480,4.65
PR-2026-000458,2026-02-08,Plant-01,Line-A,MC-101,Evening,PRD-A100,4464,4424,40,41,480,5.05
PR-2026-000459,2026-02-08,Plant-01,Line-A,MC-101,Night,PRD-A100,4913,4872,41,52,480,4.71
PR-2026-000460,2026-02-08,Plant-01,Line-A,MC-102,Day,PRD-B200,3844,3714,130,25,480,6.31
PR-2026-000461,2026-02-08,Plant-01,Line-A,MC-102,Evening,PRD-B200,4282,4179,103,-15,480,6.07
PR-2026-000462,2026-02-08,Plant-01,Line-A,MC-102,Night,PRD-B200,3311,3281,30,59,480,6.49
PR-2026-000463,2026-02-08,Plant-01,Line-B,MC-201,Day,PRD-C300,7617,7510,107,1,480,3.54
PR-2026-000464,2026-02-08,Plant-01,Line-B,MC-201,Evening,PRD-C300,6739,6681,58,47,480,3.56
PR-2026-000465,2026-02-08,Plant-01,Line-B,MC-201,Night,PRD-C300,6841,6759,82,39,480,3.57
PR-2026-000466,2026-02-08,Plant-01,Line-B,MC-202,Day,PRD-D400,3390,3298,92,19,480,7.79
PR-2026-000467,2026-02-08,Plant-01,Line-B,MC-202,Evening,PRD-D400,3028,2979,49,44,480,7.96
PR-2026-000468,2026-02-08,Plant-01,Line-B,MC-202,Night,PRD-D400,3086,2997,89,23,480,8.21
PR-2026-000469,2026-02-09,Plant-01,Line-A,MC-101,Day,PRD-A100,4670,4499,171,43,480,4.89
PR-2026-000470,2026-02-09,Plant-01,Line-A,MC-101,Evening,PRD-A100,5244,5194,50,3,480,4.97
PR-2026-000471,2026-02-09,Plant-01,Line-A,MC-101,Night,PRD-A100,4824,4747,77,51,480,4.9
PR-2026-000472,2026-02-09,Plant-01,Line-A,MC-102,Day,PRD-B200,3595,3564,31,62,480,6.23
PR-2026-000473,2026-02-09,Plant-01,Line-A,MC-102,Evening,PRD-B200,4120,3999,121,23,480,6.27
PR-2026-000474,2026-02-09,Plant-01,Line-A,MC-102,Night,PRD-B200,3686,3600,86,45,480,6.22
PR-2026-000475,2026-02-09,Plant-01,Line-B,MC-201,Day,PRD-C300,6322,6135,187,43,480,3.61
